Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
95,33,0,0,33,"[[1459.4227,1004.7002,1,431.7502,nc],[1433.9121,1029.1566,1,436.3501,nc],[1456.3593,1030.7859,1,663.0364,nc],[1449.6102,1024.496,3,323.9783,nc],[1449.1917,998.3132,3,284.08,nc],[1432.5436,1010.6245,3,259.1897,nc],[1426.3661,1006.6736,3,460.3108,nc],[1433.6263,989.1268,3,384.7888,nc],[1446.8302,1040.0738,4,561.584,nc],[1455.2073,1016.7364,4,206.5479,nc],[1430.3981,1019.9844,4,275.5518,nc],[1442.4294,1018.9666,4,515.4159,nc],[1455.6302,974.4966,4,274.7642,nc],[1438.6206,1013.5558,5,264.9421,nc],[1471.9992,1014.662,5,635.1511,nc],[1422.7711,1021.0461,5,462.7003,nc],[1438.4554,976.304,5,441.4367,nc],[1443.0559,1011.2647,5,356.7656,nc],[1459.4577,1034.3864,5,386.9265,nc],[1428.5099,1033.5309,6,384.9349,nc],[1436.1743,1038.1475,6,701.1523,nc],[1439.4594,981.991,6,466.4525,nc],[1437.7386,967.3592,6,397.9435,nc],[1427.6845,1006.2465,6,143.9851,nc],[1463.6406,1003.4324,6,474.9135,nc],[1453.1937,1015.2648,7,585.4788,nc],[1463.1567,1025.6726,7,353.6714,nc],[1440.6299,986.1764,7,367.2916,nc],[1430.7061,989.158,7,676.4413,nc],[1466.6623,988.7489,7,627.0405,nc],[1451.3706,987.168,8,259.1757,nc],[1444.6509,970.6472,8,319.6352,nc],[1462.207,993.0839,8,471.9145,nc],]",0.14574,0.10410,0.10410,0.33313,0.60379,0.79117,0.60379,0.83281,0.72871,0.29148,0.08328,0.04164,
96,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03697,0.00000,0.00000,0.00000,0.00000,0.00000,
97,2,0,0,2,"[[402.3102,1070.4214,5,209.4739,nc],[413.8843,1023.0721,7,270.4469,nc],]",0.00000,0.02490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02490,0.04980,
98,0,0,0,0,[0],0.00000,0.00000,0.06957,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03478,0.00000,
99,6,0,0,6,"[[1464.7418,1052.8239,4,261.8943,nc],[1469.2986,1063.0496,4,384.7029,nc],[1464.7098,1069.3312,6,615.3567,nc],[1461.732,1047.9521,6,413.1819,nc],[1470.4618,1074.2605,6,597.0695,nc],[1457.8937,1063.4854,7,377.8946,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10277,0.00000,0.00000,0.00000,0.00000,0.00000,
100,2,0,0,2,"[[1290.3088,1072.5486,4,224.8769,nc],[1250.5812,1086.8353,5,237.2881,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03076,0.06152,0.00000,0.00000,
101,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
102,1,0,0,1,"[[1658.067,1148.2813,6,253.7484,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
103,3,0,0,3,"[[1633.4489,1153.4385,1,125.8589,nc],[1634.4556,1168.606,1,133.3582,nc],[1639.7741,1161.343,1,137.6342,nc],]",0.00000,0.00000,0.00000,0.05528,0.05528,0.16584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
104,0,0,0,0,[0],0.06937,0.00000,0.00000,0.00000,0.00000,0.03469,0.03469,0.00000,0.03469,0.00000,0.00000,0.00000,
